searched_name	name	eol_object_id	db
14531	Hieracium inaequilaterum	Hieracium inaequilaterum	NA	all
14532	Hieracium incisiceps	Hieracium incisiceps	NA	all
14533	Hieracium includens	Hieracium includens	NA	all
14534	Hieracium incomptum	Hieracium incomptum	NA	all
14535	Hieracium inconspicuissimum	Hieracium inconspicuissimum	NA	all
14536	Hieracium inconveniens	Hieracium inconveniens	NA	all
14537	Hieracium incurrens	Hieracium incurrens	NA	all
14538	Hieracium informe	Hieracium informe	NA	all
14539	Hieracium infravillosulum	Hieracium infravillosulum	NA	all
14540	Hieracium ingolfii	Hieracium ingolfii	NA	all
14541	Hieracium insigne	Hieracium insigne	NA	all
14542	Hieracium inspissatum	Hieracium inspissatum	NA	all
14543	Hieracium insubricum	Hieracium insubricum	NA	all
14544	Hieracium insulare	Hieracium insulare	NA	all
14545	Hieracium insulicola	Hieracium insulicola	NA	all
14546	Hieracium integratum	Hieracium integratum	NA	all
14547	Hieracium integrifrons	Hieracium integrifrons	NA	all
14548	Hieracium integrilaterum	Hieracium integrilaterum	NA	all
14549	Hieracium intercessum	Hieracium intercessum	NA	all
14550	Hieracium internatum	Hieracium internatum	NA	all
14551	Hieracium intertextum	Hieracium intertextum	NA	all
14552	Hieracium intonsum	Hieracium intonsum	NA	all
14553	Hieracium intumescens	Hieracium intumescens	NA	all
14554	Hieracium inuliflorum	Hieracium inuliflorum	NA	all
14555	Hieracium inulifrons	Hieracium inulifrons	NA	all
14556	Hieracium inuloides	Hieracium inuloides	NA	all
14557	Hieracium involutum	Hieracium involutum	NA	all
14558	Hieracium irasuense	Hieracium irasuense	NA	all
14559	Hieracium ircutense	Hieracium ircutense	NA	all
14560	Hieracium iremelense	Hieracium iremelense	NA	all
14561	Hieracium iricum	Hieracium iricum	NA	all
14562	Hieracium irmae	Hieracium irmae	NA	all
14563	Hieracium irregularidens	Hieracium irregularidens	NA	all
14564	Hieracium isabellae	Hieracium isabellae	NA	all
14565	Hieracium isatidifolium	Hieracium isatidifolium	NA	all
14566	Hieracium isatifolium	Hieracium isatifolium	NA	all
14567	Hieracium iseranum	Hieracium iseranum	NA	all
14568	Hieracium iseriana	Hieracium iseriana	NA	all
14569	Hieracium isolanum	Hieracium isolanum	NA	all
14570	Hieracium issatchenkoi	Hieracium issatchenkoi	NA	all
14571	Hieracium iteophyllum	Hieracium iteophyllum	NA	all
14572	Hieracium itunense	Hieracium itunense	NA	all
14573	Hieracium iuranum	Hieracium iuranum	NA	all
14574	Hieracium ivdelense	Hieracium ivdelense	NA	all
14575	Hieracium jablonicense	Hieracium jablonicense	NA	all
14576	Hieracium jaculifolium	Hieracium jaculifolium	NA	all
14577	Hieracium jangajuense	Hieracium jangajuense	NA	all
14578	Hieracium jankae	Hieracium jankae	NA	all
14579	Hieracium japonicum	Hieracium japonicum	NA	all
14580	Hieracium jaretanum	Hieracium jaretanum	NA	all
14581	Hieracium jarzabczynum	Hieracium jarzabczynum	NA	all
14582	Hieracium jaworowae	Hieracium jaworowae	NA	all
14583	Hieracium jonassonii	Hieracium jonassonii	NA	all
14584	Hieracium jonsbergense	Hieracium jonsbergense	NA	all
14585	Hieracium jordanii	Hieracium jordanii	NA	all
14586	Hieracium jubaticeps	Hieracium jubaticeps	NA	all
14587	Hieracium jubatum	Hieracium jubatum	NA	all
14588	Hieracium juelii	Hieracium juelii	NA	all
14589	Hieracium juranum	Hieracium juranum	NA	all
14590	Hieracium jurassicum	Hieracium jurassicum	NA	all
14591	Hieracium juratzkae	Hieracium juratzkae	NA	all
14592	Hieracium jutlandicum	Hieracium jutlandicum	NA	all
14593	Hieracium kabanovii	Hieracium kabanovii	NA	all
14594	Hieracium kablikianum	Hieracium kablikianum	NA	all
14595	Hieracium kaczurinii	Hieracium kaczurinii	NA	all
14596	Hieracium kaeserianum	Hieracium kaeserianum	NA	all
14597	Hieracium kaldalonense	Hieracium kaldalonense	NA	all
14598	Hieracium kalsianum	Hieracium kalsianum	NA	all
14599	Hieracium kalsoense	Hieracium kalsoense	NA	all
14600	Hieracium kandalakschae	Hieracium kandalakschae	NA	all
14601	Hieracium kandawanicum	Hieracium kandawanicum	NA	all
14602	Hieracium kaninense	Hieracium kaninense	NA	all
14603	Hieracium karelorum	Hieracium karelorum	NA	all
14604	Hieracium kavinae	Hieracium kavinae	NA	all
14605	Hieracium keldii	Hieracium keldii	NA	all
14606	Hieracium kennethii	Hieracium kennethii	NA	all
14607	Hieracium kentii	Hieracium kentii	NA	all
14608	Hieracium khekianum	Hieracium khekianum	NA	all
14609	Hieracium kiderense	Hieracium kiderense	NA	all
14610	Hieracium kieslingii	Hieracium kieslingii	NA	all
14611	Hieracium kievejense	Hieracium kievejense	NA	all
14612	Hieracium kildinense	Hieracium kildinense	NA	all
14613	Hieracium kingshousense	Hieracium kingshousense	NA	all
14614	Hieracium kintyricum	Hieracium kintyricum	NA	all
14615	Hieracium kirghisorum	Hieracium kirghisorum	NA	all
14616	Hieracium klingrahoolense	Hieracium klingrahoolense	NA	all
14617	Hieracium klingstedtii	Hieracium klingstedtii	NA	all
14618	Hieracium klisurae	Hieracium klisurae	NA	all
14619	Hieracium knafii	Hieracium knafii	NA	all
14620	Hieracium kneissaeum	Hieracium kneissaeum	NA	all
14621	Hieracium kochianum	Hieracium kochianum	NA	all
14622	Hieracium koehleri	Hieracium koehleri	NA	all
14623	Hieracium kofelicum	Hieracium kofelicum	NA	all
14624	Hieracium kolgujevense	Hieracium kolgujevense	NA	all
14625	Hieracium kopsicum	Hieracium kopsicum	NA	all
14626	Hieracium korshinskyi	Hieracium korshinskyi	NA	all
14627	Hieracium koslovskyanum	Hieracium koslovskyanum	NA	all
14628	Hieracium kosvinskiense	Hieracium kosvinskiense	NA	all
14629	Hieracium krasanii	Hieracium krasanii	NA	all
14630	Hieracium kritschimanum	Hieracium kritschimanum	NA	all
14631	Hieracium krivanense	Hieracium krivanense	NA	all
14632	Hieracium krizsnae	Hieracium krizsnae	NA	all
14633	Hieracium krylovii	Hieracium krylovii	NA	all
14634	Hieracium kubanicum	Hieracium kubanicum	NA	all
14635	Hieracium kubinskense	Hieracium kubinskense	NA	all
14636	Hieracium kukulense	Hieracium kukulense	NA	all
14637	Hieracium kulkowianum	Hieracium kulkowianum	NA	all
14638	Hieracium kultukense	Hieracium kultukense	NA	all
14639	Hieracium kumbelicum	Hieracium kumbelicum	NA	all
14640	Hieracium kupfferi	Hieracium kupfferi	NA	all
14641	Hieracium kuroksarense	Hieracium kuroksarense	NA	all
14642	Hieracium kusnetzkiense	Hieracium kusnetzkiense	NA	all
14643	Hieracium kuzenevae	Hieracium kuzenevae	NA	all
14644	Hieracium lacerifolium	Hieracium lacerifolium	NA	all
14645	Hieracium lachnopsilon	Hieracium lachnopsilon	NA	all
14646	Hieracium lackschewitzii	Hieracium lackschewitzii	NA	all
14647	Hieracium laeticeps	Hieracium laeticeps	NA	all
14648	Hieracium laetificum	Hieracium laetificum	NA	all
14649	Hieracium laevigatum	Hieracium laevigatum	NA	all
14650	Hieracium laevimarginatum	Hieracium laevimarginatum	NA	all
14651	Hieracium lagganense	Hieracium lagganense	NA	all
14652	Hieracium lagopus	Hieracium lagopus	NA	all
14653	Hieracium lailanum	Hieracium lailanum	NA	all
14654	Hieracium lainzii	Hieracium lainzii	NA	all
14655	Hieracium lakelandicum	Hieracium lakelandicum	NA	all
14656	Hieracium lamprochlorum	Hieracium lamprochlorum	NA	all
14657	Hieracium lamprogas	Hieracium lamprogas	NA	all
14658	Hieracium lamprophyllum	Hieracium lamprophyllum	NA	all
14659	Hieracium lanceatum	Hieracium lanceatum	NA	all
14660	Hieracium lancidens	Hieracium lancidens	NA	all
14661	Hieracium langwellense	Hieracium langwellense	NA	all
14662	Hieracium laniferum	Hieracium laniferum	NA	all
14663	Hieracium lanifolium	Hieracium lanifolium	NA	all
14664	Hieracium lannesianum	Hieracium lannesianum	NA	all
14665	Hieracium lanseanum	Hieracium lanseanum	NA	all
14666	Hieracium lanugineum	Hieracium lanugineum	NA	all
14667	Hieracium lapponicifolium	Hieracium lapponicifolium	NA	all
14668	Hieracium lapponicum	Hieracium lapponicum	NA	all
14669	Hieracium larigense	Hieracium larigense	NA	all
14670	Hieracium larvatum	Hieracium larvatum	NA	all
14671	Hieracium lasiophyton	Hieracium lasiophyton	NA	all
14672	Hieracium lasiothrix	Hieracium lasiothrix	NA	all
14673	Hieracium latemixtum	Hieracium latemixtum	NA	all
14674	Hieracium latens	Hieracium latens	NA	all
14675	Hieracium laterale	Hieracium laterale	NA	all
14676	Hieracium lateriflorum	Hieracium lateriflorum	NA	all
14677	Hieracium latificum	Hieracium latificum	NA	all
14678	Hieracium latilepidotum	Hieracium latilepidotum	NA	all
14679	Hieracium latpariense	Hieracium latpariense	NA	all
14680	Hieracium latypeum	Hieracium latypeum	NA	all
14681	Hieracium lawsonii	Hieracium lawsonii	NA	all
14682	Hieracium lazicum	Hieracium lazicum	NA	all
14683	Hieracium lazistanum	Hieracium lazistanum	NA	all
14684	Hieracium lecanodes	Hieracium lecanodes	NA	all
14685	Hieracium legionense	Hieracium legionense	NA	all
14686	Hieracium lehbertii	Hieracium lehbertii	NA	all
14687	Hieracium lehmannii	Hieracium lehmannii	NA	all
14688	Hieracium leiocephalum	Hieracium leiocephalum	NA	all
14689	Hieracium leiophaeum	Hieracium leiophaeum	NA	all
14690	Hieracium leiophyton	Hieracium leiophyton	NA	all
14691	Hieracium leiopogon	Hieracium leiopogon	NA	all
14692	Hieracium lejosoma	Hieracium lejosoma	NA	all
14693	Hieracium lepidotum	Hieracium lepidotum	NA	all
14694	Hieracium lepidulum	Hieracium lepidulum	NA	all
14695	Hieracium lepistoides	Hieracium lepistoides	NA	all
14696	Hieracium leptadeniiforme	Hieracium leptadeniiforme	NA	all
14697	Hieracium leptocephalum	Hieracium leptocephalum	NA	all
14698	Hieracium leptodon	Hieracium leptodon	NA	all
14699	Hieracium leptoglossum	Hieracium leptoglossum	NA	all
14700	Hieracium leptopholis	Hieracium leptopholis	NA	all
14701	Hieracium leptoprenanthes	Hieracium leptoprenanthes	NA	all
14702	Hieracium leptothyrsum	Hieracium leptothyrsum	NA	all
14703	Hieracium leucaeolum	Hieracium leucaeolum	NA	all
14704	Hieracium leucanthemum	Hieracium leucanthemum	NA	all
14705	Hieracium leuceriodes	Hieracium leuceriodes	NA	all
14706	Hieracium leucoclonum	Hieracium leucoclonum	NA	all
14707	Hieracium leucocraspedum	Hieracium leucocraspedum	NA	all
14708	Hieracium leucodetum	Hieracium leucodetum	NA	all
14709	Hieracium leucograptum	Hieracium leucograptum	NA	all
14710	Hieracium leucomalloides	Hieracium leucomalloides	NA	all
14711	Hieracium leucomallum	Hieracium leucomallum	NA	all
14712	Hieracium leucopelmatum	Hieracium leucopelmatum	NA	all
14713	Hieracium leucophaeum	Hieracium leucophaeum	NA	all
14714	Hieracium leucothyrsogenes	Hieracium leucothyrsogenes	NA	all
14715	Hieracium leucothyrsoides	Hieracium leucothyrsoides	NA	all
14716	Hieracium levicaule	Hieracium levicaule	NA	all
14717	Hieracium levihirtum	Hieracium levihirtum	NA	all
14718	Hieracium leyanum	Hieracium leyanum	NA	all
14719	Hieracium leyi	Hieracium leyi	NA	all
14720	Hieracium lignyotum	Hieracium lignyotum	NA	all
14721	Hieracium liljeholmii	Hieracium liljeholmii	NA	all
14722	Hieracium limitaneum	Hieracium limitaneum	NA	all
14723	Hieracium linahamariense	Hieracium linahamariense	NA	all
14724	Hieracium lindebergii	Hieracium lindebergii	NA	all
14725	Hieracium lindii	Hieracium lindii	NA	all
14726	Hieracium lingelsheimii	Hieracium lingelsheimii	NA	all
14727	Hieracium linguans	Hieracium linguans	NA	all
14728	Hieracium linguifolium	Hieracium linguifolium	NA	all
14729	Hieracium lingulatum	Hieracium lingulatum	NA	all
14730	Hieracium linifolium	Hieracium linifolium	NA	all
14731	Hieracium lintonii	Hieracium lintonii	NA	all
14732	Hieracium liptoviense	Hieracium liptoviense	NA	all
14733	Hieracium litorale	Hieracium litorale	NA	all
14734	Hieracium litwinowianum	Hieracium litwinowianum	NA	all
14735	Hieracium livescens	Hieracium livescens	NA	all
14736	Hieracium livescentiforme	Hieracium livescentiforme	NA	all
14737	Hieracium lividorubens	Hieracium lividorubens	NA	all
14738	Hieracium ljapinense	Hieracium ljapinense	NA	all
14739	Hieracium loeflingianum	Hieracium loeflingianum	NA	all
14740	Hieracium lomnicense	Hieracium lomnicense	NA	all
14741	Hieracium lonchophyllum	Hieracium lonchophyllum	NA	all
14742	Hieracium longiberbe	Hieracium longiberbe	NA	all
14743	Hieracium longifidum	Hieracium longifidum	NA	all
14744	Hieracium longifolium	Hieracium longifolium	NA	all
14745	Hieracium longifrons	Hieracium longifrons	NA	all
14746	Hieracium longilobum	Hieracium longilobum	NA	all
14747	Hieracium longipilipes	Hieracium longipilipes	NA	all
14748	Hieracium longipilum	Hieracium longipilum	NA	all
14749	Hieracium longipubens	Hieracium longipubens	NA	all
14750	Hieracium lopezudiae	Hieracium lopezudiae	NA	all
14751	Hieracium lopholepidioides	Hieracium lopholepidioides	NA	all
14752	Hieracium lorentzianum	Hieracium lorentzianum	NA	all
14753	Hieracium loretii	Hieracium loretii	NA	all
14754	Hieracium losae	Hieracium losae	NA	all
14755	Hieracium loscosianum	Hieracium loscosianum	NA	all
14756	Hieracium lovozericum	Hieracium lovozericum	NA	all
14757	Hieracium loxense	Hieracium loxense	NA	all
14758	Hieracium lucens	Hieracium lucens	NA	all
14759	Hieracium lucidum	Hieracium lucidum	NA	all
14760	Hieracium lugae-pljussae	Hieracium lugae-pljussae	NA	all
14761	Hieracium lugdunense	Hieracium lugdunense	NA	all
14762	Hieracium lugiorum	Hieracium lugiorum	NA	all
14763	Hieracium lusitanicum	Hieracium lusitanicum	NA	all
14764	Hieracium luteomontanum	Hieracium luteomontanum	NA	all
14765	Hieracium lutnjaermense	Hieracium lutnjaermense	NA	all
14766	Hieracium lutulenticeps	Hieracium lutulenticeps	NA	all
14767	Hieracium luxurians	Hieracium luxurians	NA	all
14768	Hieracium luzuleti	Hieracium luzuleti	NA	all
14769	Hieracium lychnioides	Hieracium lychnioides	NA	all
14770	Hieracium lycopifolium	Hieracium lycopifolium	NA	all
14771	Hieracium lycopoides	Hieracium lycopoides	NA	all
14772	Hieracium lydiae	Hieracium lydiae	NA	all
14773	Hieracium lygistodon	Hieracium lygistodon	NA	all
14774	Hieracium lyrifolium	Hieracium lyrifolium	NA	all
14775	Hieracium lysanum	Hieracium lysanum	NA	all
14776	Hieracium macdonaldii	Hieracium macdonaldii	NA	all
14777	Hieracium macranthella	Hieracium macranthella	NA	all
14778	Hieracium macrellum	Hieracium macrellum	NA	all
14779	Hieracium macrocarpum	Hieracium macrocarpum	NA	all
14780	Hieracium macrocentrum	Hieracium macrocentrum	NA	all
14781	Hieracium macrocephalum	Hieracium macrocephalum	NA	all
14782	Hieracium macrochlorellum	Hieracium macrochlorellum	NA	all
14783	Hieracium macrocladum	Hieracium macrocladum	NA	all
14784	Hieracium macrocomum	Hieracium macrocomum	NA	all
14785	Hieracium macrodon	Hieracium macrodon	NA	all
14786	Hieracium macrodontoides	Hieracium macrodontoides	NA	all
14787	Hieracium macrolasium	Hieracium macrolasium	NA	all
14788	Hieracium macropholidium	Hieracium macropholidium	NA	all
14789	Hieracium macrotonum	Hieracium macrotonum	NA	all
14790	Hieracium macrotrichium	Hieracium macrotrichium	NA	all
14791	Hieracium macrotrichum	Hieracium macrotrichum	NA	all
14792	Hieracium maculatum	Hieracium maculatum	NA	all
14793	Hieracium maculoides	Hieracium maculoides	NA	all
14794	Hieracium madrense	Hieracium madrense	NA	all
14795	Hieracium magnauricula	Hieracium magnauricula	NA	all
14796	Hieracium magnidens	Hieracium magnidens	NA	all
14797	Hieracium malovanicum	Hieracium malovanicum	NA	all
14798	Hieracium mammidens	Hieracium mammidens	NA	all
14799	Hieracium mandonii	Hieracium mandonii	NA	all
14800	Hieracium manifestum	Hieracium manifestum	NA	all
14801	Hieracium mapirense	Hieracium mapirense	NA	all
14802	Hieracium maranzae	Hieracium maranzae	NA	all
14803	Hieracium marcetii	Hieracium marcetii	NA	all
14804	Hieracium marginatum	Hieracium marginatum	NA	all
14805	Hieracium marginelliceps	Hieracium marginelliceps	NA	all
14806	Hieracium marginellum	Hieracium marginellum	NA	all
14807	Hieracium mariae	Hieracium mariae	NA	all
14808	Hieracium marianum	Hieracium marianum	NA	all
14809	Hieracium maritimum	Hieracium maritimum	NA	all
14810	Hieracium marjokense	Hieracium marjokense	NA	all
14811	Hieracium marmoreum	Hieracium marmoreum	NA	all
14812	Hieracium marshallii	Hieracium marshallii	NA	all
14813	Hieracium marsorum	Hieracium marsorum	NA	all
14814	Hieracium marylandicum	Hieracium marylandicum	NA	all
14815	Hieracium mathewsii	Hieracium mathewsii	NA	all
14816	Hieracium mattfeldianum	Hieracium mattfeldianum	NA	all
14817	Hieracium mattiroloanum	Hieracium mattiroloanum	NA	all
14818	Hieracium maureri	Hieracium maureri	NA	all
14819	Hieracium medianiforme	Hieracium medianiforme	NA	all
14820	Hieracium medschedsense	Hieracium medschedsense	NA	all
14821	Hieracium megabombycinum	Hieracium megabombycinum	NA	all
14822	Hieracium megacephalon	Hieracium megacephalon	NA	all
14823	Hieracium megachaetum	Hieracium megachaetum	NA	all
14824	Hieracium megalocaulon	Hieracium megalocaulon	NA	all
14825	Hieracium megalochaetum	Hieracium megalochaetum	NA	all
14826	Hieracium megalodon	Hieracium megalodon	NA	all
14827	Hieracium megalomeres	Hieracium megalomeres	NA	all
14828	Hieracium megalophyton	Hieracium megalophyton	NA	all
14829	Hieracium megalothecum	Hieracium megalothecum	NA	all
14830	Hieracium megaphyes	Hieracium megaphyes	NA	all
14831	Hieracium melainon	Hieracium melainon	NA	all
14832	Hieracium melandetum	Hieracium melandetum	NA	all
14833	Hieracium melanochloricephalum	Hieracium melanochloricephalum	NA	all
14834	Hieracium melanoglochin	Hieracium melanoglochin	NA	all
14835	Hieracium melanops	Hieracium melanops	NA	all
14836	Hieracium melanothyrsum	Hieracium melanothyrsum	NA	all
14837	Hieracium memorabile	Hieracium memorabile	NA	all
14838	Hieracium mendocinum	Hieracium mendocinum	NA	all
14839	Hieracium merxmuelleri	Hieracium merxmuelleri	NA	all
14840	Hieracium mesopolium	Hieracium mesopolium	NA	all
14841	Hieracium metallicorum	Hieracium metallicorum	NA	all
14842	Hieracium mexicanum	Hieracium mexicanum	NA	all
14843	Hieracium micracladium	Hieracium micracladium	NA	all
14844	Hieracium microdon	Hieracium microdon	NA	all
14845	Hieracium microplacerum	Hieracium microplacerum	NA	all
14846	Hieracium microstictum	Hieracium microstictum	NA	all
14847	Hieracium microtum	Hieracium microtum	NA	all
14848	Hieracium milesii	Hieracium milesii	NA	all
14849	Hieracium mirandum	Hieracium mirandum	NA	all
14850	Hieracium misaucinum	Hieracium misaucinum	NA	all
14851	Hieracium mixopolium	Hieracium mixopolium	NA	all
14852	Hieracium mixtibifidum	Hieracium mixtibifidum	NA	all
14853	Hieracium mixtiforme	Hieracium mixtiforme	NA	all
14854	Hieracium mixtum	Hieracium mixtum	NA	all
14855	Hieracium mlinicae	Hieracium mlinicae	NA	all
14856	Hieracium modiciforme	Hieracium modiciforme	NA	all
14857	Hieracium moeanum	Hieracium moeanum	NA	all
14858	Hieracium molinierianum	Hieracium molinierianum	NA	all
14859	Hieracium mollitum	Hieracium mollitum	NA	all
14860	Hieracium molybdochroum	Hieracium molybdochroum	NA	all
14861	Hieracium monacriodes	Hieracium monacriodes	NA	all
14862	Hieracium monanthum	Hieracium monanthum	NA	all
14863	Hieracium monczecola	Hieracium monczecola	NA	all
14864	Hieracium monnieri	Hieracium monnieri	NA	all
14865	Hieracium monregalense	Hieracium monregalense	NA	all
14866	Hieracium monstrosum	Hieracium monstrosum	NA	all
14867	Hieracium montcaunicum	Hieracium montcaunicum	NA	all
14868	Hieracium montenegrinum	Hieracium montenegrinum	NA	all
14869	Hieracium montis-florum	Hieracium montis-florum	NA	all
14870	Hieracium montis-porrarae	Hieracium montis-porrarae	NA	all
14871	Hieracium montsanticola	Hieracium montsanticola	NA	all
14872	Hieracium montserratii	Hieracium montserratii	NA	all
14873	Hieracium moravicum	Hieracium moravicum	NA	all
14874	Hieracium morii	Hieracium morii	NA	all
14875	Hieracium morulum	Hieracium morulum	NA	all
14876	Hieracium mosenii	Hieracium mosenii	NA	all
14877	Hieracium mucrodentatum	Hieracium mucrodentatum	NA	all
14878	Hieracium mucronatum	Hieracium mucronatum	NA	all
14879	Hieracium mucronellum	Hieracium mucronellum	NA	all
14880	Hieracium mukacevense	Hieracium mukacevense	NA	all
14881	Hieracium multicaule	Hieracium multicaule	NA	all
14882	Hieracium multifrons	Hieracium multifrons	NA	all
14883	Hieracium multisetum	Hieracium multisetum	NA	all
14884	Hieracium mundum	Hieracium mundum	NA	all
14885	Hieracium munkacsense	Hieracium munkacsense	NA	all
14886	Hieracium murcandidum	Hieracium murcandidum	NA	all
14887	Hieracium murlainzii	Hieracium murlainzii	NA	all
14888	Hieracium murlainzoides	Hieracium murlainzoides	NA	all
14889	Hieracium murmanense	Hieracium murmanense	NA	all
14890	Hieracium murmanicum	Hieracium murmanicum	NA	all
14891	Hieracium murorum	Hieracium murorum C.B.Clarke	487278	all
14892	Hieracium mutilatum	Hieracium mutilatum	NA	all
14893	Hieracium myrdalense	Hieracium myrdalense	NA	all
14894	Hieracium naegelianum	Hieracium naegelianum	NA	all
14895	Hieracium nanidens	Hieracium nanidens	NA	all
14896	Hieracium napaeum	Hieracium napaeum	NA	all
14897	Hieracium narymense	Hieracium narymense	NA	all
14898	Hieracium naviense	Hieracium naviense	NA	all
14899	Hieracium necopinum	Hieracium necopinum	NA	all
14900	Hieracium neglectipilosum	Hieracium neglectipilosum	NA	all
14901	Hieracium negoiense	Hieracium negoiense	NA	all
14902	Hieracium nenukovii	Hieracium nenukovii	NA	all
14903	Hieracium neocerinthe	Hieracium neocerinthe	NA	all
14904	Hieracium neocoracinum	Hieracium neocoracinum	NA	all
14905	Hieracium neodivergens	Hieracium neodivergens	NA	all
14906	Hieracium neofilicaule	Hieracium neofilicaule	NA	all
14907	Hieracium neofurcatum	Hieracium neofurcatum	NA	all
14908	Hieracium neoherrerae	Hieracium neoherrerae	NA	all
14909	Hieracium neomalyi	Hieracium neomalyi	NA	all
14910	Hieracium neomarginatum	Hieracium neomarginatum	NA	all
14911	Hieracium neomicracladium	Hieracium neomicracladium	NA	all
14912	Hieracium neopicris	Hieracium neopicris	NA	all
14913	Hieracium neorepandum	Hieracium neorepandum	NA	all
14914	Hieracium neoserratifrons	Hieracium neoserratifrons	NA	all
14915	Hieracium nepium	Hieracium nepium	NA	all
14916	Hieracium neroikense	Hieracium neroikense	NA	all
14917	Hieracium nesaeum	Hieracium nesaeum	NA	all
14918	Hieracium neyraeanum	Hieracium neyraeanum	NA	all
14919	Hieracium neyranum	Hieracium neyranum	NA	all
14920	Hieracium nidense	Hieracium nidense	NA	all
14921	Hieracium niederleinii	Hieracium niederleinii	NA	all
14922	Hieracium nigrescens	Hieracium nigrescens	NA	all
14923	Hieracium nigrescenticeps	Hieracium nigrescenticeps	NA	all
14924	Hieracium nigriceps	Hieracium nigriceps	NA	all
14925	Hieracium nigrifactum	Hieracium nigrifactum	NA	all
14926	Hieracium nigritum	Hieracium nigritum	NA	all
14927	Hieracium nigrocephalum	Hieracium nigrocephalum	NA	all
14928	Hieracium nigrostylum	Hieracium nigrostylum	NA	all
14929	Hieracium nipbolasium	Hieracium nipbolasium	NA	all
14930	Hieracium niphocladum	Hieracium niphocladum	NA	all
14931	Hieracium nitens	Hieracium nitens	NA	all
14932	Hieracium nitidum	Hieracium nitidum	NA	all
14933	Hieracium niveobarbatum	Hieracium niveobarbatum	NA	all
14934	Hieracium niveolimbatum	Hieracium niveolimbatum	NA	all
14935	Hieracium niviferum	Hieracium niviferum	NA	all
14936	Hieracium nivimontis	Hieracium nivimontis	NA	all
14937	Hieracium nizhnetunguskaense	Hieracium nizhnetunguskaense	NA	all
14938	Hieracium nobile	Hieracium nobile	NA	all
14939	Hieracium nordenstamii	Hieracium nordenstamii	NA	all
14940	Hieracium nordlanderi	Hieracium nordlanderi	NA	all
14941	Hieracium nordlandicum	Hieracium nordlandicum	NA	all
14942	Hieracium northroënse	Hieracium northroënse	NA	all
14943	Hieracium norvegicum	Hieracium norvegicum	NA	all
14944	Hieracium notabile	Hieracium notabile	NA	all
14945	Hieracium notense	Hieracium notense	NA	all
14946	Hieracium notophilum	Hieracium notophilum	NA	all
14947	Hieracium nubitangens	Hieracium nubitangens	NA	all
14948	Hieracium nudicaule	Hieracium nudicaule	NA	all
14949	Hieracium nyaradyanum	Hieracium nyaradyanum	NA	all
14950	Hieracium obatrescens	Hieracium obatrescens	NA	all
14951	Hieracium obrovacense	Hieracium obrovacense	NA	all
14952	Hieracium obscuratum	Hieracium obscuratum	NA	all
14953	Hieracium obscuricaule	Hieracium obscuricaule	NA	all
14954	Hieracium obtextum	Hieracium obtextum	NA	all
14955	Hieracium obtusangulum	Hieracium obtusangulum	NA	all
14956	Hieracium obtusissimum	Hieracium obtusissimum	NA	all
14957	Hieracium obtusoserratum	Hieracium obtusoserratum	NA	all
14958	Hieracium obtusulum	Hieracium obtusulum	NA	all
14959	Hieracium ochanskiense	Hieracium ochanskiense	NA	all
14960	Hieracium ochthophilum	Hieracium ochthophilum	NA	all
14961	Hieracium odontophyllum	Hieracium odontophyllum	NA	all
14962	Hieracium oenophyllum	Hieracium oenophyllum	NA	all
14963	Hieracium oioense	Hieracium oioense	NA	all
14964	Hieracium oistophyllum	Hieracium oistophyllum	NA	all
14965	Hieracium olafii	Hieracium olafii	NA	all
14966	Hieracium oleaginicolor	Hieracium oleaginicolor	NA	all
14967	Hieracium oletatum	Hieracium oletatum	NA	all
14968	Hieracium oligodon	Hieracium oligodon	NA	all
14969	Hieracium olympicum	Hieracium olympicum	NA	all
14970	Hieracium omangii	Hieracium omangii	NA	all
14971	Hieracium oncadenium	Hieracium oncadenium	NA	all
14972	Hieracium oncodes	Hieracium oncodes	NA	all
14973	Hieracium onosmoides	Hieracium onosmoides	NA	all
14974	Hieracium onychodontum	Hieracium onychodontum	NA	all
14975	Hieracium opacum	Hieracium opacum	NA	all
14976	Hieracium oppletiforme	Hieracium oppletiforme	NA	all
14977	Hieracium optimum	Hieracium optimum	NA	all
14978	Hieracium orarium	Hieracium orarium	NA	all
14979	Hieracium orbicans	Hieracium orbicans	NA	all
14980	Hieracium orbolense	Hieracium orbolense	NA	all
14981	Hieracium orcadense	Hieracium orcadense	NA	all
14982	Hieracium oreiocephalum	Hieracium oreiocephalum	NA	all
14983	Hieracium orimeles	Hieracium orimeles	NA	all
14984	Hieracium orithales	Hieracium orithales	NA	all
14985	Hieracium ornatilorum	Hieracium ornatilorum	NA	all
14986	Hieracium ornatum	Hieracium ornatum	NA	all
14987	Hieracium orodoxum	Hieracium orodoxum	NA	all
14988	Hieracium oroglaucum	Hieracium oroglaucum	NA	all
14989	Hieracium orteganum	Hieracium orteganum	NA	all
14990	Hieracium orthobrachion	Hieracium orthobrachion	NA	all
14991	Hieracium orthoglossum	Hieracium orthoglossum	NA	all
14992	Hieracium orthopodum	Hieracium orthopodum	NA	all
14993	Hieracium orupense	Hieracium orupense	NA	all
14994	Hieracium osiliae	Hieracium osiliae	NA	all
14995	Hieracium ossaeum	Hieracium ossaeum	NA	all
14996	Hieracium ostenfeldii	Hieracium ostenfeldii	NA	all
14997	Hieracium ovaliceps	Hieracium ovaliceps	NA	all
14998	Hieracium ovaliforme	Hieracium ovaliforme	NA	all
